QueryId,QueryCtonten,Title,Tag,Link,Category,Author,Image
0,historical,On This Day in History Sh!t Went Down,"interesting, foul, past, present, unreadable, aware, corrosive, woke, constant, hard,",https://www.amazon.com/This-Day-History-Went-Down/dp/177757420X/ref=sr_1_68?qid=1639417610&s=books&sr=1-68,History,"James Fell, ",https://m.media-amazon.com/images/I/61kEXHOXqQL._AC_UY218_.jpg
0,historical,History: From the Dawn of Civilization to the Present Day,"persian, misleading, anglo, famous, brief, colonized, real, small, biased, western,",https://www.amazon.com/History-Dawn-Civilization-Present-Day/dp/1465437975/ref=sr_1_47?qid=1639410385&s=books&sr=1-47,History,"Smithsonian Institution, ",https://m.media-amazon.com/images/I/A1pGtb13XzL._AC_UY218_.jpg
0,historical,Battles that Changed History,"interesting, single, right, able, sufficient, chronological, different, confusing, easy, ok,",https://www.amazon.com/Battles-that-Changed-History-DK/dp/146547384X/ref=sr_1_48?qid=1639411642&s=books&sr=1-48,Arts & Photography,"DK, ",https://m.media-amazon.com/images/I/A1UPxYZuO3L._AC_UY218_.jpg
0,historical,History of the World Map by Map,"right, good, capitalist, socialist, pretty, past, hilarious, bad, old, approximate,",https://www.amazon.com/History-World-Map-DK/dp/1465475850/ref=sr_1_10?qid=1636073620&s=books&sr=1-10,Travel,"DK, ",https://m.media-amazon.com/images/I/819JDQmIb8L._AC_UY218_.jpg
0,historical,The Secret History,"entire, exciting, likable, bad, slow, old, annoying, boring, possible, true,",https://www.amazon.com/Secret-History-Donna-Tartt/dp/1400031702/ref=sr_1_23?qid=1639358282&s=books&sr=1-23,"Mystery, Thriller & Suspense","Donna Tartt, ",https://m.media-amazon.com/images/I/91EWBiFTnGL._AC_UY218_.jpg
0,historical,Empire of Pain: The Secret History of the Sackler Dynasty,"work, able, numerous, sure, soft, real, large, opioid, bad, 1st,",https://www.amazon.com/Empire-Pain-History-Sackler-Dynasty/dp/0385545681/ref=sr_1_46?qid=1639410740&s=books&sr=1-46,Humor & Entertainment,"Patrick Radden Keefe, ",https://m.media-amazon.com/images/I/71ToorJRl+L._AC_UY218_.jpg
0,historical,Train: The Definitive Visual History,"small, huge, technical, general, american, sissified, dripping, heavy, certain, visual,",https://www.amazon.com/Train-Definitive-Visual-History-DK/dp/1465422293/ref=sr_1_37?qid=1639410936&s=books&sr=1-37,Engineering & Transportation,,https://m.media-amazon.com/images/I/91HuG-KGc-L._AC_UY218_.jpg
0,historical,Car: The Definitive Visual History of the Automobile,"wrong, outright, heavy, old, incomplete, black, white, overall, okay, foreign,",https://www.amazon.com/Car-Definitive-Visual-History-Automobile/dp/0756671671/ref=sr_1_62?qid=1639414520&s=books&sr=1-62,Engineering & Transportation,"DK Publishing, ",https://m.media-amazon.com/images/I/61NsZtcj3cL._AC_UY218_.jpg
0,historical,My Grandmother's Hands: Racialized Trauma and the Pathway to Mending Our Hearts and Bodies,"open, human, institutional, convincing, cruel, repetitious, political, collective, early, noble,",https://www.amazon.com/My-Grandmothers-Hands-Racialized-Pathway/dp/1942094477/ref=sr_1_63?qid=1639416402&s=books&sr=1-63,Medical Books,"Resmaa Menakem, ",https://m.media-amazon.com/images/I/91-E03x4m-L._AC_UY218_.jpg
0,historical,Powers and Thrones: A New History of the Middle Ages,"little, current, different, huge, extended, interesting, entire, political, good, disappointed,",https://www.amazon.com/Powers-Thrones-History-Middle-Ages/dp/198488087X/ref=sr_1_39?qid=1639410385&s=books&sr=1-39,History,"Dan Jones, ",https://m.media-amazon.com/images/I/91FzcI+GXuL._AC_UY218_.jpg
