QueryId,QueryCtonten,Title,Tag,Link,Category,Author,Image
0,historical,Discrimination and Disparities,"cultural legacy, clear example, rigorous intellectual, great point, interesting, judging, year, nazism, germany, claim,",https://www.amazon.com/Discrimination-and-Disparities-audiobook/dp/B078N861YQ/ref=sr_1_26?qid=1639358583&s=books&sr=1-26,Law,"Thomas Sowell, ",https://m.media-amazon.com/images/I/71YJV7aVRQL._AC_UY218_.jpg
0,historical,"2022 History Channel Unexplained Mysteries Boxed Calendar: Inexplicable Events, Strange Disappearances, Baffling Phenomena(Daily Calendar, Desk Gift for True Crime Fan) (Moments in HISTORY® Calendars)","thin paper, picture, graphic, day, history, printing, student,",https://www.amazon.com/History-Channel-Unexplained-Mysteries-Calendar/dp/1728231388/ref=sr_1_61?qid=1639413906&s=books&sr=1-61,Biographies,"History Channel, ",https://m.media-amazon.com/images/I/81pH5VSNRVL._AC_UY218_.jpg
0,historical,The Last King of America: The Misunderstood Reign of George III,"adhesive binding, acid-free paper, colony sending, book doe, smyth-sewn binding, king, addition, war, subject, army,",https://www.amazon.com/Last-King-America-Misunderstood-George/dp/198487926X/ref=sr_1_74?qid=1639417345&s=books&sr=1-74,Biographies,"Andrew Roberts, ",https://m.media-amazon.com/images/I/91KC1EGHKoL._AC_UY218_.jpg
0,historical,The Book of Unusual Knowledge,"history book, good paper, good gift, independent child, young child, unusual knowledge, white people, careful people, decent paper, actual news article,",https://www.amazon.com/Unusual-Knowledge-Editors-Publications-International/dp/1450845800/ref=sr_1_1?qid=1636073317&qsid=139-3550215-9846745&s=books&sr=1-1&sres=1450845800%2C059342039X%2C1284194531%2C1119784174%2C0802738036%2C0976626608%2C0310750628%2C1644250934%2C149267043X%2C1119387507%2C0486832945%2C1455922978%2C1640308431%2C1546012591%2C151865472X%2C1602399840,Engineering & Transportation,"Publications International Ltd., ",https://m.media-amazon.com/images/I/71WC3z4Wt0L._AC_UY218_.jpg
0,historical,World War II: The Definitive Visual History from Blitzkrieg to the Atom Bomb,"topic book, history book, lleg rotos la caja, lleg era poco menos, la parte superior, dk series, dk publication, poco maltratado, young son, tiny print,",https://www.amazon.com/World-War-II-Definitive-Blitzkrieg/dp/1465436022/ref=sr_1_63?qid=1639415075&s=books&sr=1-63,Arts & Photography,,https://m.media-amazon.com/images/I/91J2JxcpueL._AC_UY218_.jpg
0,historical,The Bright Ages: A New History of Medieval Europe,"enthusiastic medieval history, western european history, delightful-looking book, medieval era, 19th century imperialist philosopher, startling paragraph ridicule, medieval machine, dead white anthropologist, 19th century academia, so-called middle age,",https://www.amazon.com/Bright-Ages-History-Medieval-Europe/dp/0062980890/ref=sr_1_67?qid=1639417610&s=books&sr=1-67,History,"Matthew Gabriele, David M. Perry, ",https://m.media-amazon.com/images/I/A1wunR129hL._AC_UY218_.jpg
0,historical,History: From the Dawn of Civilization to the Present Day,"entire book, gorgeous book, american indian, reading historical fiction, small text font, timeline context, native american, homeschool history, small font, american dominion,",https://www.amazon.com/History-Dawn-Civilization-Present-Day/dp/1465437975/ref=sr_1_47?qid=1639410385&s=books&sr=1-47,History,"Smithsonian Institution, ",https://m.media-amazon.com/images/I/A1pGtb13XzL._AC_UY218_.jpg
0,historical,"Guns, Germs and Steel: The Fate of Human Societies","history book, book lack substance, prize winning book, actual clovis point, clovis spear point, clovis point, diamond point, author main trust, author speculates, author acknowledges,",https://www.amazon.com/Guns-Germs-and-Steel-audiobook/dp/B004JLTPTI/ref=sr_1_56?qid=1639414520&s=books&sr=1-56,Engineering & Transportation,"Jared Diamond, ",https://m.media-amazon.com/images/I/91GzlpEscXL._AC_UY218_.jpg
0,historical,Sapiens: A Brief History of Humankind,"long book, good book, book full, pompous book, historical inter-subjective reality, inter-subjective reality, modern human, human nature, interesting history, human cooperation,",https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117/ref=sr_1_9?qid=1636072788&s=books&sr=1-9,History,"Yuval Harari, ",https://m.media-amazon.com/images/I/71N3-FFSDxL._AC_UY218_.jpg
0,historical,"To Rescue the Republic: Ulysses S. Grant, the Fragile Union, and the Crisis of 1876","chernows book, book unnecessary, five-star book, decent book, book open, shared american ideology, ron chernows biography, irritating woke propaganda inherent, never-trumper baier hype, late nineteenth century,",https://www.amazon.com/Rescue-Republic-Ulysses-Fragile-Crisis/dp/0063039540/ref=sr_1_6?qid=1636072434&s=books&sr=1-6,Biographies,"Bret Baier, ",https://m.media-amazon.com/images/I/81u8pA8kNEL._AC_UY218_.jpg
