QueryId,QueryCtonten,Title,Tag,Link,Category,Author,Image
0,historical,West with Giraffes: A Novel,"historical fiction book, best book, newspaper story, great story, true story, story complete, strange writing style, writing sound, author intention, good amazon,",https://www.amazon.com/West-Giraffes-Novel-Lynda-Rutledge/dp/1542023343/ref=sr_1_22?qid=1639356662&s=books&sr=1-22,Computers & Technology,"Lynda Rutledge, ",https://m.media-amazon.com/images/I/71bLOfioICL._AC_UY218_.jpg
0,historical,Sapiens: A Brief History of Humankind,"long book, good book, book full, pompous book, historical inter-subjective reality, inter-subjective reality, modern human, human nature, interesting history, human cooperation,",https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117/ref=sr_1_20?qid=1639355805&s=books&sr=1-20,Politics & Social Sciences,"Yuval Harari, ",https://m.media-amazon.com/images/I/71N3-FFSDxL._AC_UY218_.jpg
0,historical,Chanel: Collections and Creations,"beautiful coffee table book, image beautiful book, coffee table book, beautiful book, nice book, protective shrink wrap, top cover, plastic wrap, life growing, historical photo,",https://www.amazon.com/Chanel-Collections-Creations-Daniele-Bott/dp/0500513600/ref=sr_1_31?qid=1639356780&s=books&sr=1-31,Arts & Photography,"Daniele Bott, ",https://m.media-amazon.com/images/I/81jR3z7fycL._AC_UY218_.jpg
0,historical,The Song of Achilles: A Novel,"reading book, gay romance novel, homoerotic romance novel, homosexual romance novel, romance novel, contrived romance plot, soppy story featuring, historical fiction novel, story teller, story telling,",https://www.amazon.com/Song-Achilles-Novel-Madeline-Miller/dp/0062060627/ref=sr_1_22?qid=1639355610&s=books&sr=1-22,Literature & Fiction,"Madeline Miller, ",https://m.media-amazon.com/images/I/81msb6gUBTL._AC_UY218_.jpg
0,historical,"National Geographic Complete National Parks of the United States: 400+ Parks, Monuments, Battlefields, Historic Sites, Scenic Trails, Recreation Areas, and Seashores","park specific book, national park service slogan, national park system, national park, national geographic book, state park, beautiful book, national geographic, ha beautiful picture, planning trip,",https://www.amazon.com/National-Geographic-Complete-United-States/dp/1426216920/ref=sr_1_27?qid=1639356496&s=books&sr=1-27,Travel,"Mel White, ",https://m.media-amazon.com/images/I/81DFe3KftNL._AC_UY218_.jpg
0,historical,The Lyrics: 1956 to the Present,"beatles big hit, beatles photo, beatles era, post beatles, magnificent book collection, poor quality control, great songwriter, great read, audience primary interest, mccartney memoir,",https://www.amazon.com/Lyrics-1956-Present-Paul-McCartney/dp/163149256X/ref=sr_1_1?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-1&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Paul McCartney, Paul Muldoon, ",https://m.media-amazon.com/images/I/81gXN4x0cuL._AC_UY218_.jpg
0,historical,The Storyteller: Tales of Life and Music,"second book, star ho hum review, basic story, grohl fan, od story, david grohl, house story, lot missing, preventa hace ya, paul mccartney,",https://www.amazon.com/Storyteller-Tales-Life-Music/dp/B091WVM1JD/ref=sr_1_3?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-3&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Dave Grohl, ",https://m.media-amazon.com/images/I/81X5gR504zL._AC_UY218_.jpg
0,historical,Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It,"housewife book, book cover, book amazon, andy cohens publishing company, long time rh fan, andy cohens side, strong feeling concerning brandi, drunk woman, andy cohen, good story,",https://www.amazon.com/Not-All-Diamonds-Ros%C3%A9-Housewives/dp/1250765781/ref=sr_1_19?qid=1639356780&s=books&sr=1-19,Arts & Photography,"Dave Quinn, ",https://m.media-amazon.com/images/I/71Y5nYG+EIL._AC_UY218_.jpg
0,historical,Peril,"great espionage book, great thing trump, president trump, great politician, great dad, theater starring good dems, general milley wonder, making big money, complete liberal hack job, partisan bias,",https://www.amazon.com/Peril-Bob-Woodward/dp/1982182911/ref=sr_1_18?qid=1639355805&s=books&sr=1-18,Politics & Social Sciences,"Bob Woodward, ",https://m.media-amazon.com/images/I/71gk+H+yEkL._AC_UY218_.jpg
0,historical,Going There,"book sale tank, young woman, famous woman, best-selling book, superficial book, woman struggling, not-very-nice woman, morning tv person, hard time, famous men,",https://www.amazon.com/Audible-Going-There/dp/B094RGFVWX/ref=sr_1_30?qid=1639355508&s=books&sr=1-30,Biographies,"Katie Couric, ",https://m.media-amazon.com/images/I/71zcTLgOIbL._AC_UY218_.jpg
1,asian culture,Discrimination and Disparities,"cultural legacy, clear example, rigorous intellectual, great point, interesting, judging, year, nazism, germany, claim,",https://www.amazon.com/Discrimination-and-Disparities-audiobook/dp/B078N861YQ/ref=sr_1_26?qid=1639358583&s=books&sr=1-26,Law,"Thomas Sowell, ",https://m.media-amazon.com/images/I/71YJV7aVRQL._AC_UY218_.jpg
1,asian culture,Taste: My Life Through Food,"recipe, family memory, unnecessary ingredient, italian culture, delivery hassle, witty text, delicious journey, depiction, andouillette, gruesome,",https://www.amazon.com/Taste-My-Life-Through-Food/dp/1982168013/ref=sr_1_2?qid=1636074047&s=books&sr=1-2,"Cookbooks, Food & Wine","Stanley Tucci, ",https://m.media-amazon.com/images/I/71xPLm2FenL._AC_UY218_.jpg
1,asian culture,History of the World Map by Map,"map book, big book, mercator map, ancient map, state capitalist economy, state capitalist country, soviet union, bronze age culture, scientific evidence, good picture,",https://www.amazon.com/History-World-Map-DK/dp/1465475850/ref=sr_1_10?qid=1636073620&s=books&sr=1-10,Travel,"DK, ",https://m.media-amazon.com/images/I/819JDQmIb8L._AC_UY218_.jpg
1,asian culture,Crying in H Mart: A Memoir,"mother friend, book, specific korean food, korean culture, korean heritage, korean class, suffering cancer illness, famous bad girl, bad language, good read,",https://www.amazon.com/Crying-Mart-Memoir-Michelle-Zauner/dp/0525657746/ref=sr_1_25?qid=1639355805&s=books&sr=1-25,Politics & Social Sciences,"Michelle Zauner, ",https://m.media-amazon.com/images/I/811Hq4sgpSL._AC_UY218_.jpg
1,asian culture,The High 5 Habit: Take Control of Your Life with One Simple Habit,"entire book, pushing people, worth reading, cultural thing, venting piece, white cover, mirror everyday, missing soul, challenge online, second rule,",https://www.amazon.com/High-Habit-Take-Control-Simple/dp/B09DTFV5FH/ref=sr_1_21?qid=1639358116&s=books&sr=1-21,Business & Money,"Mel Robbins, ",https://m.media-amazon.com/images/I/71UtkPg4oVL._AC_UY218_.jpg
1,asian culture,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants","separate book, book club, beautiful book, entire book, reciprocal relationship indigenous people, native plant specie, positive community restorative action, plant encourages, indigenous culture, nice message,",https://www.amazon.com/Braiding-Sweetgrass-Indigenous-Scientific-Knowledge/dp/1571313567/ref=sr_1_23?qid=1639355805&s=books&sr=1-23,Politics & Social Sciences,"Robin Wall Kimmerer, ",https://m.media-amazon.com/images/I/51-9XtnmQfS._AC_UY218_.jpg
1,asian culture,Women Food and Hormones A 4 Week Plan to Achieve Hormonal Balance Lose Weight and Feel Like Yourself Again,"weight loss book, classic diet book, diet book, hormone book, previous book, early book, low calorie diet, weight loss culture, successful weight loss, weight gain,",https://www.amazon.com/Women-Food-Hormones-Hormonal-Yourself/dp/0358345413/ref=sr_1_12?qid=1636075001&s=books&sr=1-12,Medical Books,"Sara Gottfried, ",https://m.media-amazon.com/images/I/81X7JrHEqGL._AC_UY218_.jpg
