QueryId,QueryCtonten,Title,Tag,Link,Category,Author,Image
0,historical,The Last King of America: The Misunderstood Reign of George III,roberts pages slaughter adhesive fact colonies binding sending apologist glosses,https://www.amazon.com/Last-King-America-Misunderstood-George/dp/198487926X/ref=sr_1_74?qid=1639417345&s=books&sr=1-74,Biographies,"Andrew Roberts, ",https://m.media-amazon.com/images/I/91KC1EGHKoL._AC_UY218_.jpg
0,historical,Vanderbilt: The Rise and Fall of an American Dynasty,cooper dynasty criticisms etiquette hopefully biographies squandered blathered sailing strengths,https://www.amazon.com/Vanderbilt-Rise-Fall-American-Dynasty/dp/0062964615/ref=sr_1_27?qid=1639355508&s=books&sr=1-27,Biographies,"Katherine Howe, Anderson Cooper, ",https://m.media-amazon.com/images/I/81ur4nwZdBL._AC_UY218_.jpg
0,historical,Empire of Pain: The Secret History of the Sackler Dynasty,book oxycontin maybe paterfamilias sackler received valium mortimer subjective duration,https://www.amazon.com/Empire-Pain-History-Sackler-Dynasty/dp/0385545681/ref=sr_1_24?qid=1639355508&s=books&sr=1-24,Biographies,"Patrick Radden Keefe, ",https://m.media-amazon.com/images/I/71ToorJRl+L._AC_UY218_.jpg
0,historical,"2022 History Channel Unexplained Mysteries Boxed Calendar: Inexplicable Events, Strange Disappearances, Baffling Phenomena(Daily Calendar, Desk Gift for True Crime Fan) (Moments in HISTORY® Calendars)",,https://www.amazon.com/History-Channel-Unexplained-Mysteries-Calendar/dp/1728231388/ref=sr_1_40?qid=1639410385&s=books&sr=1-40,History,"History Channel, ",https://m.media-amazon.com/images/I/81pH5VSNRVL._AC_UY218_.jpg
0,historical,Battles that Changed History,kindle wikipedia battle probably magnification navigate happy constitute layout dk,https://www.amazon.com/Battles-that-Changed-History-DK/dp/146547384X/ref=sr_1_53?qid=1639415859&s=books&sr=1-53,Reference,"DK, ",https://m.media-amazon.com/images/I/A1UPxYZuO3L._AC_UY218_.jpg
0,historical,"Guns, Germs and Steel: The Fate of Human Societies",iq aboriginals citations largely determinist venezeuala proverbial explore eastern signaling,https://www.amazon.com/Guns-Germs-and-Steel-audiobook/dp/B004JLTPTI/ref=sr_1_56?qid=1639414520&s=books&sr=1-56,Engineering & Transportation,"Jared Diamond, ",https://m.media-amazon.com/images/I/91GzlpEscXL._AC_UY218_.jpg
0,historical,Attack on Titan 34,titans contrasting isayama sandcastles maybe eren sketches historia story millions,https://www.amazon.com/Attack-Titan-34-Hajime-Isayama/dp/1646512367/ref=sr_1_9?qid=1636073928&s=books&sr=1-9,Comics & Graphic Novels,"Hajime Isayama, ",https://m.media-amazon.com/images/I/81Wlsq0zqvL._AC_UY218_.jpg
0,historical,History of the World Map by Map,maps communist maybe enjoy apes japen fuckery critique archives discusses,https://www.amazon.com/History-World-Map-DK/dp/1465475850/ref=sr_1_10?qid=1636073620&s=books&sr=1-10,Travel,"DK, ",https://m.media-amazon.com/images/I/819JDQmIb8L._AC_UY218_.jpg
0,historical,"To Rescue the Republic: Ulysses S. Grant, the Fragile Union, and the Crisis of 1876",insurrection baier read antifa century biography lowercase absurd wokism color,https://www.amazon.com/Rescue-Republic-Ulysses-Fragile-Crisis/dp/0063039540/ref=sr_1_6?qid=1636072434&s=books&sr=1-6,Biographies,"Bret Baier, ",https://m.media-amazon.com/images/I/81u8pA8kNEL._AC_UY218_.jpg
0,historical,My Grandmother's Hands: Racialized Trauma and the Pathway to Mending Our Hearts and Bodies,oppression stalemate thankful ebook measurable maybe techniques misinterpretations emdr fault,https://www.amazon.com/My-Grandmothers-Hands-Racialized-Pathway/dp/1942094477/ref=sr_1_63?qid=1639416402&s=books&sr=1-63,Medical Books,"Resmaa Menakem, ",https://m.media-amazon.com/images/I/91-E03x4m-L._AC_UY218_.jpg
0,historical,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,rowing tabloid reviews overdramatize dynamic poignantly pill chapters penn boring,https://www.amazon.com/Boys-Boat-Americans-Berlin-Olympics/dp/0143125478/ref=sr_1_72?qid=1639417610&s=books&sr=1-72,History,"Daniel James Brown, ",https://m.media-amazon.com/images/I/81+TvwPjk6L._AC_UY218_.jpg
0,historical,Educated: A Memoir,tara upbringing 1890s probably westover loader infections graciously gaslighting tables,https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501/ref=sr_1_58?qid=1639413906&s=books&sr=1-58,Biographies,"Tara Westover, ",https://m.media-amazon.com/images/I/81NwOj14S6L._AC_UY218_.jpg
0,historical,How the Word Is Passed: A Reckoning with the History of Slavery Across America,slavery wouldn shameful retroactive highway smith mentally native message lived,https://www.amazon.com/How-Word-Passed-Reckoning-History/dp/0316492930/ref=sr_1_32?qid=1639355705&s=books&sr=1-32,History,"Clint Smith, ",https://m.media-amazon.com/images/I/81LjfGLDMEL._AC_UY218_.jpg
0,historical,Train: The Definitive Visual History,trains rapture agreed encyclopedia received reduces garratt warning metrosexual y6b,https://www.amazon.com/Train-Definitive-Visual-History-DK/dp/1465422293/ref=sr_1_37?qid=1639410936&s=books&sr=1-37,Engineering & Transportation,,https://m.media-amazon.com/images/I/91HuG-KGc-L._AC_UY218_.jpg
