QueryId,QueryCtonten,Title,Tag,Link,Category,Author,Image
0,historical,Vanderbilt: The Rise and Fall of an American Dynasty,cooper dynasty criticisms etiquette hopefully biographies squandered blathered sailing strengths,https://www.amazon.com/Vanderbilt-Rise-Fall-American-Dynasty/dp/0062964615/ref=sr_1_27?qid=1639355508&s=books&sr=1-27,Biographies,"Anderson Cooper, Katherine Howe, ",https://m.media-amazon.com/images/I/81ur4nwZdBL._AC_UY218_.jpg
0,historical,Empire of Pain: The Secret History of the Sackler Dynasty,book oxycontin maybe paterfamilias sackler received valium mortimer subjective duration,https://www.amazon.com/Empire-Pain-History-Sackler-Dynasty/dp/0385545681/ref=sr_1_19?qid=1639355805&s=books&sr=1-19,Politics & Social Sciences,"Patrick Radden Keefe, ",https://m.media-amazon.com/images/I/71ToorJRl+L._AC_UY218_.jpg
0,historical,Empire of Pain: The Secret History of the Sackler Dynasty,book oxycontin maybe paterfamilias sackler received valium mortimer subjective duration,https://www.amazon.com/Empire-Pain-History-Sackler-Dynasty/dp/0385545681/ref=sr_1_24?qid=1639355508&s=books&sr=1-24,Biographies,"Patrick Radden Keefe, ",https://m.media-amazon.com/images/I/71ToorJRl+L._AC_UY218_.jpg
0,historical,Attack on Titan 34,titans contrasting isayama sandcastles maybe eren sketches historia story millions,https://www.amazon.com/Attack-Titan-34-Hajime-Isayama/dp/1646512367/ref=sr_1_9?qid=1636073928&s=books&sr=1-9,Comics & Graphic Novels,"Hajime Isayama, ",https://m.media-amazon.com/images/I/81Wlsq0zqvL._AC_UY218_.jpg
0,historical,History of the World Map by Map,maps communist maybe enjoy apes japen fuckery critique archives discusses,https://www.amazon.com/History-World-Map-DK/dp/1465475850/ref=sr_1_10?qid=1636073620&s=books&sr=1-10,Travel,"DK, ",https://m.media-amazon.com/images/I/819JDQmIb8L._AC_UY218_.jpg
0,historical,"To Rescue the Republic: Ulysses S. Grant, the Fragile Union, and the Crisis of 1876",insurrection baier read antifa century biography lowercase absurd wokism color,https://www.amazon.com/Rescue-Republic-Ulysses-Fragile-Crisis/dp/0063039540/ref=sr_1_6?qid=1636072434&s=books&sr=1-6,Biographies,"Bret Baier, ",https://m.media-amazon.com/images/I/81u8pA8kNEL._AC_UY218_.jpg
0,historical,"To Rescue the Republic: Ulysses S. Grant, the Fragile Union, and the Crisis of 1876",insurrection baier read antifa century biography lowercase absurd wokism color,https://www.amazon.com/Rescue-Republic-Ulysses-Fragile-Crisis/dp/0063039540/ref=sr_1_5?qid=1636073028&qsid=139-3550215-9846745&s=books&sr=1-5&sres=0374157359%2C1982182911%2C168451259X%2C125083239X%2C0063039540%2C059323152X%2C0062976583%2C0140280197%2C150113597X%2C154164753X%2C0593423062%2C1510765549%2C1737478501%2C0062316117%2C163763059X%2C0593577922,Politics & Social Sciences,"Bret Baier, ",https://m.media-amazon.com/images/I/81u8pA8kNEL._AC_UY218_.jpg
0,historical,"To Rescue the Republic: Ulysses S. Grant, the Fragile Union, and the Crisis of 1876",insurrection baier read antifa century biography lowercase absurd wokism color,https://www.amazon.com/Rescue-Republic-Ulysses-Fragile-Crisis/dp/0063039540/ref=sr_1_4?qid=1636072788&s=books&sr=1-4,History,"Bret Baier, ",https://m.media-amazon.com/images/I/81u8pA8kNEL._AC_UY218_.jpg
0,historical,How the Word Is Passed: A Reckoning with the History of Slavery Across America,slavery wouldn shameful retroactive highway smith mentally native message lived,https://www.amazon.com/How-Word-Passed-Reckoning-History/dp/0316492930/ref=sr_1_32?qid=1639355705&s=books&sr=1-32,History,"Clint Smith, ",https://m.media-amazon.com/images/I/81LjfGLDMEL._AC_UY218_.jpg
0,historical,"To Rescue the Republic: Ulysses S. Grant, the Fragile Union, and the Crisis of 1876",insurrection baier read january antifa biography lowercase countermanded blemishes luckily,https://www.amazon.com/Rescue-Republic-Ulysses-Fragile-Crisis/dp/0063039540/ref=sr_1_17?qid=1639355805&s=books&sr=1-17,Politics & Social Sciences,"Bret Baier, ",https://m.media-amazon.com/images/I/81u8pA8kNEL._AC_UY218_.jpg
